OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
1558,6,100066068,KAWEKA FLATS BIV TO MAKAHU SADDLE CRPK T,OPEN,Tramping Track,2554.48699511764
1559,6,100066069,CAMP SPUR TK,OPEN,Tramping Track,2926.22644527088
1560,6,100066070,MAKAHU SADDLE TO KAWEKA RANGE TK,OPEN,Tramping Track,3538.22368527293
1561,6,100066071,LOTKOW RD TO LITTLES CLEARING TK,OPEN,Tramping Track,6992.85074209685
1562,6,100066072,LOTKOW RD TO LAWRENCE ROADEND TK,OPEN,Tramping Track,5330.2378509629
1563,6,100066073,LOTKOW ROADEND TO TE KOWHAI TK,OPEN,Tramping Track,4776.68946211428
1564,6,100066074,MANSON HUT TK TO MANSON BIV,OPEN,Tramping Track,3274.23580694135
1565,6,100066075,MAD DOG HILL TO PK 1408 VIA STUDHOLME BI,OPEN,Tramping Track,2363.97657647532
1566,6,100066076,MANGATAINOKA RIVER TO MANGATAINOKA HUT V,OPEN,Tramping Track,4686.2178351503
1567,2,100066102,MATAWAI WALKING TRACK,OPEN,Tramping Track,1187.29178514892
1568,6,100066103,TE REINGA FALLS LOOKOUT WALKING TRACK,OPEN,Walking Track,169.623793481999
1569,6,100066106,BELL ROCK TK,OPEN,Walking Track,4091.88683048622
1570,6,100066107,BELLBIRD BUSH SR TK,OPEN,Walking Track,1890.82155835641
1571,6,100066108,OPAUAHI W/WAY,OPEN,Walking Track,1349.37720698123
1572,6,100066110,AHURIRI ESTUARY TK,OPEN,Walking Track,3027.13318787452
1573,6,100066111,OTATARA PA TK,OPEN,Walking Track,1816.32052571951
1574,6,100066112,MOHI BUSH TK,OPEN,Walking Track,3177.23883454813
1575,6,100066113,SWAMP TK,OPEN,Walking Track,1637.76245258855
1576,6,100066114,LONGVIEW/MAKARETU HUT TK - TE POHATU RID,OPEN,Tramping Track,1848.52561028093
1577,6,100066115,MOORCOCK SADDLE TO AWATERE HUT,OPEN,Tramping Track,2039.71325739393
1578,6,100066116,APITI TK - NGAMOKO ROADEND TO TE POHATU,OPEN,Tramping Track,8559.13526117532
1579,6,100066117,HOMES RIDGE TK,OPEN,Tramping Track,3283.52251577699
1580,6,100066119,ROKI TK,OPEN,Tramping Track,2024.43579116344
1581,6,100066120,COPPERMINE LOOP TK TO MANGAATUA STM TK,CLSD,Tramping Track,723.544338495265
1582,6,100066121,COPPERMINE TK,CLSD,Tramping Track,2606.11113359895
1583,6,100066122,WHARITE PEAK TK,OPEN,Tramping Track,3468.78424466476
1584,2,100066123,LITTLE MANGANUKU TK,OPEN,Tramping Track,2946.38234394834
1585,2,100066124,TAUWHAREMANUKA-TAWHANA TK,OPEN,Tramping Track,3612.85842003604
1586,6,100066125,TAURAWHARANA HUT TO FARMLAND (MAUNGAPOHA,OPEN,Tramping Track,3926.63553036831
1587,4,100066137,WAITOMO FOREST ACCESS EASEMENT,OPEN,Tramping Track,9354.4886502684
1588,6,100066138,TOLLEY 'RD' ACCESS TRACK,OPEN,Tramping Track,763.889508630274
1589,6,100066139,"MANGATUTU TK,",OPEN,Tramping Track,2890.69010945701
1590,6,100066143,Bog Inn / Weraroa Track,OPEN,Tramping Track,6835.41702994852
1591,6,100066144,"WAIHORA RD,LAGOON TK JUNCTN TO WERAROA T",OPEN,Tramping Track,3234.70613837251
1592,6,100066145,WAIHORA/HAUHUNGAROA TK JUNCT TO WAIHAHA,OPEN,Tramping Track,6588.81569020238
1593,2,100066146,HAUHUNGAORA TRK WAIHAHA TO HAUHUNGAROA,OPEN,Tramping Track,14313.7690671834
1594,6,100066147,ARATAKI TRACK,OPEN,Tramping Track,553.571733309694
1595,3,100066163,GIBBS TRACK JUNCTION TO MUTTON COVE CAMP,OPEN,Great Walk,6167.98587284468
1596,3,100066165,WAINUI CARPARK TO GIBBS TK JUNCTION,OPEN,Great Walk,2676.22234839535
1597,2,100066166,ATCT - Anchorage tk junc to Torrent Bay,OPEN,Great Walk,5456.02341600208
1598,2,100066167,MILFORD TK - DUMPLING JCN TO BOATSHED HU,OPEN,Great Walk,5514.68717057223
1599,2,100066168,MILFORD TK - MARLENES CK TO MINTARO HUT,OPEN,Great Walk,4020.2223629746
1600,2,100066169,MILFORD TK - CLINTON HUT JCN TO BUS STOP,OPEN,Great Walk,13055.6812860836
1601,2,100066170,MILFORD TK - MACKINNON PASS SHELTER TO Q,OPEN,Great Walk,4947.79288232609
1602,2,100066171,MILFORD TK - GLADE WHARF TO CLINTON HUT,OPEN,Great Walk,4267.30093515311
1603,6,100066175,Jolliffe Saddle Track,OPEN,Walking Track,662.122007163683
1604,2,100066177,NGAMUWAHINE TK,OPEN,Tramping Track,3764.4031766231
1605,2,100066178,WAIRERE FALLS TK,OPEN,Walking Track,3419.14156728248
1606,4,100066179,"Billy Goat Point Track, Motutapu",OPEN,Walking Track,671.408715225827
1607,2,100066180,AONGATETE LOOP TK,OPEN,Walking Track,6740.65745936546
1608,2,100066181,TE AUHEKE TRACK,OPEN,Walking Track,1251.79346254374
1609,2,100066182,TUAHU TK (WEST),OPEN,Walking Track,6165.4496410939
1610,2,100066184,PAINES FORD TRAMLINE TRACK,OPEN,Walking Track,1931.95664076526
1611,2,100066185,HARWOODS HOLE TK,OPEN,Walking Track,2612.02219271453
1612,6,100066186,GROVE TRACK,OPEN,Short Walk,287.879503234631
1613,6,100066187,WAINUI FALLS TK,OPEN,Walking Track,1706.75636248761
1614,3,100066188,TAUPO POINT TRACK,OPEN,Walking Track,2140.07449431489
1615,6,100066189,ATC - Tinline Nature Walk,OPEN,Walking Track,645.002884529233
1616,2,100066190,ROTOMA BRIDLE TRACK,OPEN,Walking Track,957.953171646374
1617,6,100066192,WCWW GIBBS FARMLAND,CLSD,Walking Track,4926.53578314015
1618,6,100066193,"KAHIKATEA WALK, POHANGINA",OPEN,Walking Track,1252.18652415994
1619,6,100066195,OKUI LOOP/NATURE TKS,OPEN,Walking Track,2444.84411696674
1620,6,100066196,FENCELINE WALK,OPEN,Walking Track,2727.08452964645
1621,6,100066197,CARPARK TO SOUTHERN HIDE,OPEN,Walking Track,735.047057910977
1622,6,100066198,DONNELLY FLAT LOOP WALK,OPEN,Walking Track,2570.67060133804
1623,6,100066201,CROSS CREEK TO SUMMIT TUNNEL (H),OPEN,Walking Track,5345.12293155399
1624,6,100066202,MANGAONE W/WAY - MANGAONE SOUTH RD TO KA,OPEN,Walking Track,3020.71440106424
1625,6,100066205,R W TATE SR TRACK,OPEN,Walking Track,559.300469457212
1626,6,100066206,WCWW - WAIPINGAU STREAM MOUTH TO 400 PIP,OPEN,Walking Track,1641.58244480712
1627,2,100066207,VERONICA LOOP TK,OPEN,Walking Track,2617.33713572193
1628,6,100066208,MOSS PASS ROUTE (SABINE SIDE),OPEN,Route,2912.60863336701
1629,6,100066209,MT MISERY ROUTE,OPEN,Route,3103.16311537527
1630,6,100066210,NARDOO CREEK ROUTE,OPEN,Route,14539.8674369599
1631,6,100066211,MCKELLAR STREAM ROUTE,OPEN,Route,4979.93191261475
1632,6,100066212,BEGLEY ROUTE,OPEN,Route,8730.83223070738
1633,6,100066213,LAKEHEAD TO COLDWATER SHORTCUT ROUTE,OPEN,Tramping Track,765.251393918308
1634,2,100066214,Devils Hut to Mt Royal Route,OPEN,Route,4791.48024058476
1635,2,100066215,MIDDY TO MT FELL ROUTE,OPEN,Route,8682.63224928511
1636,2,100066216,ROCKS HUT TO DUN SADDLE ROUTE,OPEN,Tramping Track,3107.27849242958
1637,2,100066217,MT ROBERTSON SUMMIT ROUTE,OPEN,Tramping Track,3103.01182345363
1638,2,100066218,BRANCH RIVER TRACK,OPEN,Tramping Track,18578.0043707943
1639,2,100066220,GLT KAWAKAWA BAY TK,OPEN,Walking Track,7160.23385780351
1640,6,100066222,HUKA FALLS PATH,OPEN,Short Walk(disabled),188.207994719756
1641,6,100066223,SPA/HUKA W/WAY,OPEN,Walking Track,2677.56564567721
1642,6,100066224,"GRAVES TK, OPEPE HR",OPEN,Short Walk,170.254245006043
1643,2,100066225,TRT - TAUPAHI RESERVE TK,OPEN,Walking Track,1968.23606003632
1644,6,100066226,MOTUOAPA LOOKOUT TK,OPEN,Walking Track,414.713411482958
1645,6,100066227,ORUATUA TK,OPEN,Walking Track,1605.04802552995
1646,6,100066228,TAURANGA TAUPO RIVER TK,OPEN,Walking Track,644.20423929385
1647,2,100066229,WAIAU FALLS SHORT WALK,OPEN,Short Walk,70.688112970346
1648,2,100066230,WAIAU KAURI GROVE SHORT WALK,OPEN,Short Walk,559.796605211788
1649,2,100066231,TAUMATAWAHINE SHORT WALK,OPEN,Short Walk,596.916279624854
1650,2,100066232,OROMAHOE TRAVERSE,OPEN,Easy Tramping Track,3874.65640558703
1651,6,100066245,TE IRINGA - OAMARU TK,OPEN,Tramping Track,11895.1120318649
1652,6,100066246,PORONUI ACCESS ROUTE,OPEN,Tramping Track,11015.1128151246
1653,6,100066248,OLD WAIHOHONU HUT TK,OPEN,Great Walk,181.89200974911
1654,2,100066250,KAIPAWA TRIG T'TRACK,OPEN,Tramping Track,5309.24422406955
1655,2,100066258,Cullen Point Coastal Track,OPEN,Walking Track,3102.16201641701
1656,6,100066259,SHIP COVE WATERFALL WALK,OPEN,Walking Track,893.629001463637
1657,2,100066260,Governors Bay Track,OPEN,Walking Track,299.983239482128
1658,2,100066262,WAIRAU LAGOONS WALKWAY,OPEN,Walking Track,8363.09053643772
1659,1,100066264,Oparara Arch Track,OPEN,Walking Track,888.545760249897
1660,2,100066265,Moira Gate Track,OPEN,Walking Track,1109.50895714957
1661,4,100066266,Charming Creek Walkway,OPEN,Walking Track,9261.72862975232
1662,3,100066267,Granity Dam Walk - NM,OPEN,Short Walk,166.184395683308
1663,2,100066273,WILLS VALLEY TK,OPEN,Tramping Track,7310.65809070811
1664,2,100066274,BREWSTER TK,OPEN,Tramping Track,2721.12086492769
1665,2,100066275,MAKARORA TK,OPEN,Tramping Track,10578.0631631737
1666,2,100066277,CRUCIBLE TRACK,OPEN,Tramping Track,4201.41252504428
1667,4,100066282,St James Walkway - Ada Pass to Christoph,OPEN,Easy Tramping Track,10607.9354147375
1668,3,100066284,Doubtful Valley to Amuri Pass Track,OPEN,Tramping Track,16774.2547628665
1669,6,100066285,Carlyle Hut Route,OPEN,Route,5901.08161119557
1670,5,100066286,Lucretia Hut Route,OPEN,Route,5742.12552528281
1671,2,100066287,TE TUHI TK,OPEN,Tramping Track,5912.51154567642
1672,2,100066288,NTH-STH TK (WAIRERE TO TE TUHI),OPEN,Tramping Track,4052.41085220614
1673,6,100066289,NGAMARAMA TK,OPEN,Tramping Track,5235.39502436826
1674,6,100066290,NTH-STH TK (TUAHU TO THOMPSONS),OPEN,Tramping Track,5128.44869863915
1675,2,100066291,NTH-STH TK (TE TUHI TO SH 29),OPEN,Tramping Track,16456.0438604575
1676,6,100066303,MAKARA MERIDIAN ROAD SECTION,OPEN,Walking Track,1135.42841871832
1677,2,100066304,Te Werahi Beach Track (Icon),OPEN,Walking Track,4269.91968671844
1678,2,100066306,WAIHOANGA GORGE KAURI WALK,CLSD,Walking Track,2294.34982363499
1679,2,100066307,OMAHUTA KAURI SANCTUARY WALK,CLSD,Walking Track,719.681470599749
1680,2,100066309,MAHINEPUA PENINSULA TK,OPEN,Walking Track,2717.69743563839
1681,2,100066310,MOTUKAWANUI TK,OPEN,Walking Track,3808.87283939649
1682,2,100066312,RAINBOW FALLS WALK,OPEN,Short Walk,246.126518168656
1683,5,100066314,LAKE WAIPARAHEKE TK,CLSD,Walking Track,100.188432725378
1684,2,100066315,MARSDEN CROSS WALK,OPEN,Walking Track,750.240554556295
1685,2,100066317,W. OKATAINA W/WAY -  MILLAR RD-TRIG JNC,OPEN,Tramping Track,11209.1791612364
1686,2,100066318,LATHAMS TK,OPEN,Tramping Track,3967.44361909685
1687,2,100066319,FRIDGE JUNCT. TO UPPER TE HOE HUT TK,OPEN,Tramping Track,4525.22410165509
1688,2,100066320,W. OKATAINA W/WAY - W.TRIG TO OEC,OPEN,Tramping Track,4634.95818989962
1689,6,100066321,HARATAONGA LOOP TRACK,OPEN,Tramping Track,1423.57548824932
1690,6,100066329,MANGAWHERO FOREST WALKS,OPEN,Walking Track,2917.5531493631
1691,6,100066331,OWHAROA FALLS TK,OPEN,Walking Track,450.850908346518
1692,2,100066332,RIDGE TK,OPEN,Tramping Track,683.181191814755
1693,2,100066333,COPPERMINE TK,OPEN,Walking Track,690.941708618844
1694,6,100066336,COPPERMINE LOOP TK,CLSD,Tramping Track,3125.58542752007
1695,6,100066337,PAETAWA TK - PINAKI TK JNC TO 6' TK,OPEN,Tramping Track,1753.63066455757
1696,6,100066341,UPPER WHAKAPAPANUI TK,OPEN,Walking Track,403.850283136051
1697,6,100066342,WHAKAPAPANUI TK,OPEN,Walking Track,2877.91093499049
1698,6,100066343,LOWER SILICA RAPIDS WALK,OPEN,Walking Track,1080.6633758329
1699,6,100066344,TARANAKI FALLS TK,OPEN,Walking Track,5871.33808926312
1700,6,100066346,OHINETONGA WALK - NORTHERN LOOP (NORTHER,CLSD,Walking Track,2810.79961973795
1701,6,100066347,Lagoon Walk,OPEN,Walking Track,1397.65722957683
1702,6,100066348,Kiko Loop Track,OPEN,Walking Track,3421.53585327102
1703,6,100066349,Urchin Campsite to POH Track,OPEN,Walking Track,1338.29510726174
1704,6,100066350,PILLARS OF HERCULES TK,OPEN,Walking Track,94.4193800339664
1705,6,100066351,LAKE ROTOPOUNAMU TK,OPEN,Walking Track,4748.68753851071
1706,2,100066352,MOU WAHO ISLAND - ARETHUSA POOL TK,OPEN,Walking Track,1179.25681565158
1707,2,100066353,DIAMOND CREEK WALK,OPEN,Walking Track,2709.91146309947
1708,2,100066354,INVINCIBLE MINE TK,OPEN,Walking Track,2252.23111190212
1709,2,100066356,RERE LAKE TRACK,OPEN,Walking Track,8877.9846887251
1710,2,100066357,BANNOCKBURN SLUICINGS TRACK,OPEN,Walking Track,3420.02734301605
1711,6,100066363,Awakiki Bush Walking Track,OPEN,Walking Track,1288.82736489581
1712,6,100066376,Nina Valley Tk - SH7 to Nina Bivy,OPEN,Tramping Track,13059.4185318156
1713,2,100066377,Nina Valley to Doubtful Valley Track,OPEN,Route,9070.52998189466
1714,2,100066378,Doublful River to Hope River Track,OPEN,Route,8125.7456833893
1715,6,100066379,Magdalen Hut Track,OPEN,Tramping Track,803.872439997715
1716,6,100066380,Foleys Track,OPEN,Tramping Track,2352.71902492474
1717,2,100066382,RAPURAPU KAURI TK,OPEN,Tramping Track,2829.03564462719
1718,2,100066383,HENDERSON'S TRAMLINE (WESTERN BRANCH) TK,OPEN,Tramping Track,3377.02556880622
1719,2,100066384,WAIRERE TK - WAIRERE FALLS TO CLAY RD,OPEN,Tramping Track,4917.24096324489
1720,2,100066385,NTH-STH TK (THOMPSON TO AONGATETE),OPEN,Tramping Track,7514.94149176168
1721,2,100066386,TE RERE FALLS TK - RD TK (middle tk),OPEN,Tramping Track,489.35120281465
1722,2,100066387,LODGE TO ROAD VIA TE RERE FALLS TK,OPEN,Tramping Track,7868.0045708282
1723,6,100066388,HARRIS CREEK TO MANGAHAO FLATS HUT,OPEN,Tramping Track,4077.38306898563
1724,6,100066392,Makara Carpark to Gun Emplacements,OPEN,Walking Track,1943.04144118374
1725,6,100066396,Gun Emplacements to Makara Road End,OPEN,Walking Track,573.044202597866
1726,6,100066397,TEMATAWAI TO WAIOPEHU TRACK,OPEN,Tramping Track,5905.83146066763
1727,6,100066398,OTAKI FORKS TO FIELD HUT,OPEN,Easy Tramping Track,4877.29372582052
1728,6,100066399,PENN CREEK HUT TO TABLE TOP,OPEN,Tramping Track,2915.64053446993
1729,6,100066401,LOWER RUAMAHANGA - MT BRUCE TO FOREST PA,OPEN,Route,4112.1653736339
1730,2,100066404,AHUKAWAKAWA TRACK,OPEN,Easy Tramping Track,3252.77741443736
1731,2,100066405,KOKOWAI TK,OPEN,Tramping Track,3718.22038602896
1732,2,100066406,HOLLY HUT TRACK,OPEN,Easy Tramping Track,6624.43781632931
1733,2,100066408,NGATORO TK,OPEN,Tramping Track,4445.07866331287
1734,2,100066409,KAIAUAI TRACK,OPEN,Easy Tramping Track,6936.10630648311
1735,2,100066410,SOUTHERN SUMMIT ROUTE,OPEN,Tramping Track,1766.07491943479
1736,2,100066411,FANTHAMS PEAK TRACK,OPEN,Tramping Track,2490.72547000866
1737,2,100066412,Bealey Spur Track,OPEN,Walking Track,5505.89349667766
1738,2,100066413,KOAUNUI CIRCUIT TK - OGILVIES TO KOAUNUI,OPEN,Tramping Track,12689.8491356317
1739,2,100066414,KOAUNUI CIRCUIT TK - KOAUNUI HUT TO MATA,OPEN,Tramping Track,7722.96308365866
1740,6,100066415,ONEPU TO OGILVIES TK,OPEN,Tramping Track,10720.2891010793
1741,6,100066416,TE WAITI TK,OPEN,Tramping Track,6236.236658487
1742,6,100066417,TE WAITI HUT - STAG FLAT TK,OPEN,Tramping Track,2722.02555775915
1743,2,100066418,TE WAITI STREAM TO TOKENUI HUT,OPEN,Route,9557.35108422354
1744,2,100066419,TOKENUI HUT TO LITTLE MANGANUKU TK,OPEN,Route,4831.34430110062
1745,2,100066420,BRILLS TK,OPEN,Tramping Track,5314.45871033025
1746,2,100066421,NIKAU FLAT TK,OPEN,Tramping Track,4225.8287436865
1747,6,100066422,KOTEPATO TK,OPEN,Tramping Track,711.681239141772
1748,2,100066423,WHAKATANE VALLEY TK JUNCTN TO WHAREKAHIK,OPEN,Tramping Track,6923.31863123674
1749,2,100066428,Dobson Nature Walk,OPEN,Short Walk,484.727819059708
1750,6,100066429,Ryde Falls Track,OPEN,Walking Track,5916.86647285961
1751,6,100066430,View Hill to Coopers Creek Link Track,OPEN,Walking Track,1320.63690350407
1752,6,100066431,Korimako Track,OPEN,Walking Track,1393.4064798918
1753,2,100066432,Grey River Nature Trail,OPEN,Walking Track,1409.0323069497
1754,6,100066433,Rakaia Gorge Walkway,OPEN,Walking Track,4720.31338659647
1755,2,100066434,Kaituna Valley Scenic Reserve Track,OPEN,Walking Track,575.947382762913
1756,2,100066436,BROKEN HILLS BATTERY SHORT WALK,OPEN,Short Walk,452.102579478164
1757,3,100066439,TE PARE PA SHORT WALK,OPEN,Short Walk,516.036438653844
1758,2,100066441,WHITIANGA ROCK SHORT WALK,OPEN,Short Walk,1093.34753025105
1759,6,100066442,OPAPAKA PA Track,OPEN,Walking Track,832.271382218968
1760,2,100066443,PIRIPIRI WALK,OPEN,Short Walk,151.515708225468
1761,2,100066444,MAROKOPA FALLS TK,OPEN,Short Walk,372.077664237777
1762,2,100066446,MANGAOTAKI WALK,OPEN,Walking Track,993.345742339552
1763,2,100066447,MAPARA TRACK,OPEN,Tramping Track,2415.45799832792
1764,2,100066448,LOWER LAKE DIVE TK,OPEN,Tramping Track,5252.45540558779
1765,2,100066449,UPPER LAKE DIVE TRACK,OPEN,Tramping Track,3557.43404936236
1766,2,100066450,WAINGONGORO TK,OPEN,Tramping Track,2602.2791666423
1767,2,100066451,CURTIS FALLS TK,OPEN,Tramping Track,5170.15451083127
1768,2,100066452,ENCHANTED TRACK,OPEN,Tramping Track,2673.3369798176
1769,2,100066453,MANGOREI TK,OPEN,Easy Tramping Track,4797.38067319239
1770,2,100066454,MAUDE TK,OPEN,Tramping Track,2799.32776548312
1771,6,100066455,WAIMOKU TRACK,OPEN,Tramping Track,3454.18821070901
1772,2,100066456,DAVIES TK,OPEN,Tramping Track,3619.36379648065
1773,6,100066457,MT MESS TO KIWI RD TK - DOC SECTION,OPEN,Tramping Track,8104.81745406867
1774,6,100066459,MT MESS TO KIWI RD TK- POTROZ LAND,OPEN,Tramping Track,810.565365999657
1775,6,100066460,Waihunga - Moir Hill Track,OPEN,Walking Track,890.641824141313
1776,2,100066461,LADY'S BAY TK,CLSD,Walking Track,753.307941595662
1777,5,100066462,Kowhai Grove Track,OPEN,Walking Track,589.167644943619
1778,2,100066464,Rangitoto Coastal Track,OPEN,Walking Track,4366.43891150259
1779,2,100066465,"Boulder/Wreck Bay Track, Rangitoto",OPEN,Walking Track,1527.05708064176
1780,4,100066466,"Flax Point Track, Rangitoto",OPEN,Walking Track,298.331683286099
1781,2,100066467,Motutapu Walkway (Causeway To Home Bay),OPEN,Walking Track,4262.23694892754
1782,2,100066468,MANSION HOUSE VALLEY TRACK,OPEN,Walking Track,384.692847319601
1783,4,100066469,Matietie Track,OPEN,Walking Track,3070.05422687342
1784,2,100066495,MARAWAIWAI TK,OPEN,Walking Track,643.278410522513
1785,6,100066497,TAURANGA TK,OPEN,Walking Track,4670.14999283941
1786,2,100066498,NGUTUOHA NATURE WALK,OPEN,Walking Track,1793.44818495763
1787,2,100066499,TE WAITI NATURE WALK,CLSD,Walking Track,616.800350949155
1788,5,100066500,Rangikapiti Pa Summit Track,OPEN,Short Walk,59.1980952464231
1789,5,100066502,Sweetwater's Track,OPEN,Walking Track,1522.19831657017
1790,2,100066506,MANGINANGINA KAURI WALK,OPEN,Short Walk,285.833324518446
1791,2,100066508,LAKE MACKENZIE HUT TO HARRIS SADDLE,OPEN,Great Walk,6907.28184382132
1792,2,100066509,KEPLER TK - LUXMOORE SADDLE TO HANGING V,OPEN,Great Walk,3232.0721033234
1793,2,100066513,TRACK - MAORI BEACH HILL TO NTH ARM,OPEN,Great Walk,9318.84444710878
1794,2,100066514,TRACK - NTH ARM HUT TO KAIPIPI POINT,OPEN,Great Walk,6937.04905413863
1795,2,100066515,TRACK- KAIPIPI PT TO FERN GULLY ROADEND,OPEN,Great Walk,3494.62711115818
1796,2,100066517,LAKEHEAD TK - LAKESIDE SECTION,OPEN,Easy Tramping Track,7756.36856055709
1797,2,100066518,WAINUI TK - BUSHEDGE TO WAINUI SADDLE,OPEN,Tramping Track,8183.10565105506
1798,2,100066519,TARAWERA FALLS WALK,OPEN,Short Walk,798.280113394293
1799,6,100066520,Waterfall Viewpoint Track,OPEN,Short Walk,648.182577359889
1800,6,100066521,Marahau Coastal Walk,OPEN,Walking Track,573.921975751248
1801,5,100066524,Denniston Bridle Track CLOSED,CLSD,Tramping Track,4579.94361336445
1802,2,100066525,SAWYER BURN TRACK,OPEN,Tramping Track,4044.75032602089
1803,2,100066526,MANGOREWA TK,OPEN,Tramping Track,7858.15665332342
1804,6,100066530,WCWW - BRYANTS FARMLAND,OPEN,Walking Track,1864.83285380652
1805,2,100066547,MANGAKINO PACK TK,OPEN,Tramping Track,8479.03525349925
1806,6,100066548,LEYLAND O'BRIEN TRAMWAY TK,OPEN,Tramping Track,5998.89263448536
1807,2,100066552,WILKIES POOLS LOOP TK,OPEN,Walking Track,1955.93515783035
1808,2,100066553,YORK RD LOOP TK,OPEN,Walking Track,5185.44162852385
1809,2,100066554,EARNSLAW BURN TK,OPEN,Tramping Track,8048.44482012768
1810,2,100066555,ROUTEBURN TK-FLATS/FALLS JCN-FALLS HUT,OPEN,Great Walk,2453.30249116507
1811,6,100066559,Blue Creek Walk,OPEN,Walking Track,1685.93685756122
1812,2,100066560,Cable Bay Walkway,OPEN,Walking Track,9121.1862342622
1813,2,100066562,BLACK HILL WALK,OPEN,Walking Track,1781.35498044711
1814,6,100066563,"PENINSULA NATURE WALK, MAIN SECTION",OPEN,Short Walk,2665.89443997946
1815,2,100066564,BRAEBURN WALK,OPEN,Walking Track,2491.83658622361
1816,6,100066565,JACOBS BAY/FAIRY BAY TRACK,OPEN,Walking Track,4595.37752442803
1817,6,100066578,Dome - Tearooms To Viewing Platform Tk,OPEN,Walking Track,1042.93119088196
1818,2,100066580,Goat Island Bay Walkway,OPEN,Walking Track,1408.04112604137
1819,2,100066581,SCHOOLHOUSE BAY TK,OPEN,Walking Track,541.139844336783
1820,2,100066585,WARRENS CREEK/LINK/BRIDLE TKS,OPEN,Walking Track,2925.59424375667
1821,4,100066586,MOTUREKAREKA ISLAND TKS,OPEN,Walking Track,586.923413231611
1822,2,100066587,TIRITIRI LINK TRACKS,OPEN,Walking Track,3010.64698933175
1823,2,100066588,"RIDGE TK, TIRITIRI",OPEN,Walking Track,764.48759880756
1824,6,100066589,MATAKITAKI FORKS ROUTE,OPEN,Tramping Track,9039.43910007388
1825,6,100066590,Track - Riuwaka Resurgence Walk,OPEN,Walking Track,452.642071515857
1826,2,100066591,Snowdens Bush walk,OPEN,Walking Track,775.793190643876
1827,2,100066592,Whispering Falls Track,OPEN,Walking Track,899.14596933166
1828,2,100066595,"MORAINE WALK, ST ARNAUD",OPEN,Walking Track,1884.83521318742
1829,2,100066596,NYDIA LODGE TRACK,OPEN,Walking Track,2773.24397875289
1830,6,100066597,PELORUS BRIDGE - ELVY WATERFALLS TK,OPEN,Walking Track,1557.26410162007
1831,6,100066598,PELORUS BRIDGE - RIVER ACCESS TK,OPEN,Short Walk,249.56467079048
1832,2,100066599,Lk Chris Hut - Robinson Saddle Track,OPEN,Tramping Track,6444.0368831563
1833,2,100066600,Croesus Track Barrytown to Tops,OPEN,Tramping Track,6669.71127156364
